         CN num,      gen-CN num,      surface CN,           CN-Ni,  0.1251,  0.1248,  0.0150,  0.0000, -1.0555,  0.0149,  0.0000, -1.0462
          CN-Ni,      chemSROP11,      chemSROP12,       gCN-Pt-Pt,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0302,  0.0022, -0.2811
          CN-Ni,      chemSROP12,      chemSROP11,       gCN-Pt-Pt,  0.2796,  0.2742,  0.0000,  0.0063, -0.2902,  0.0086,  0.0063, -0.2806
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,      chemSROP12,  0.2626,  0.2565,  0.0257,  0.0000, -0.3959,  0.0260,  0.0389, -0.3886
          CN-Ni,      chemSROP11,      chemSROP12,        gCN-Ni-X,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0320,  0.0125, -0.2808
          CN-Ni,      chemSROP12,      chemSROP11,        gCN-Ni-X,  0.2794,  0.2741,  0.0000,  0.0455, -0.2906,  0.0153,  0.0365, -0.2808
          CN-Ni,        gCN-Ni-X,      chemSROP11,      chemSROP12,  0.2763,  0.2710,  0.0088,  0.0000, -0.3148,  0.0091,  0.0000, -0.3056
          CN-Ni,      chemSROP11,      chemSROP12,        gCN-Pt-X,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0301,  0.0015, -0.2810
          CN-Ni,      chemSROP12,      chemSROP11,        gCN-Pt-X,  0.2795,  0.2741,  0.0000,  0.0073, -0.2902,  0.0093,  0.0072, -0.2806
          CN-Ni,        gCN-Pt-X,      chemSROP11,      chemSROP12,  0.2633,  0.2573,  0.0187,  0.0000, -0.3915,  0.0188,  0.0771, -0.3838
          CN-Ni,      chemSROP11,      chemSROP12,           CN-Pt,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0299,  0.0004, -0.2809
          CN-Ni,      chemSROP12,      chemSROP11,           CN-Pt,  0.2795,  0.2741,  0.0000,  0.0055, -0.2902,  0.0095,  0.0062, -0.2806
          CN-Ni,           CN-Pt,      chemSROP11,      chemSROP12,  0.2647,  0.2586,  0.0142,  0.0000, -0.3887,  0.0143,  0.0505, -0.3811
          CN-Ni,      chemSROP11,      chemSROP12,  exp neg strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2904,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP12,      chemSROP11,  exp neg strain,  0.2795,  0.2741,  0.0000,  0.0461, -0.2902,  0.0116,  0.0619, -0.2805
          CN-Ni,  exp neg strain,      chemSROP11,      chemSROP12,  0.2764,  0.2708,  0.0315,  0.0000, -0.3301,  0.0332,  0.0000, -0.3226
          CN-Ni,      chemSROP11,      chemSROP12,          strain,  0.2794,  0.2741,  0.0365,  0.0000, -0.2905,  0.0299,  0.0001, -0.2809
          CN-Ni,      chemSROP12,      chemSROP11,          strain,  0.2796,  0.2742,  0.0000,  0.1780, -0.2904,  0.0073,  0.0000, -0.2808
          CN-Ni,          strain,      chemSROP11,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,      chemSROP11,      chemSROP12,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP12,      chemSROP11,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0073,  0.0000, -0.2809
          CN-Ni,  inverse strain,      chemSROP11,      chemSROP12,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,      chemSROP11,      chemSROP22,       gCN-Ni-Ni,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,       gCN-Ni-Ni,  0.2790,  0.2739,  0.0091,  0.2334, -0.2919,  0.0106,  0.1644, -0.2816
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,      chemSROP22,  0.2771,  0.2718,  0.0161,  0.0000, -0.3066,  0.0163,  0.0000, -0.2968
          CN-Ni,      chemSROP11,      chemSROP22,       gCN-Ni-Pt,  0.2794,  0.2740,  0.0391,  0.0035, -0.2905,  0.0466,  0.0220, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,       gCN-Ni-Pt,  0.2795,  0.2742,  0.0000,  0.0352, -0.2903,  0.0017,  0.0345, -0.2807
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,      chemSROP22,  0.2763,  0.2708,  0.0158,  0.0000, -0.3182,  0.0164,  0.0000, -0.3096
          CN-Ni,      chemSROP11,      chemSROP22,       gCN-Pt-Ni,  0.2794,  0.2741,  0.0364,  0.0000, -0.2904,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,       gCN-Pt-Ni,  0.2794,  0.2740,  0.0000,  0.0685, -0.2906,  0.0053,  0.0745, -0.2810
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,      chemSROP22,  0.2698,  0.2642,  0.0462,  0.0334, -0.3505,  0.0468,  0.0000, -0.3431
          CN-Ni,      chemSROP11,      chemSROP22,       gCN-Pt-Pt,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0332,  0.0018, -0.2813
          CN-Ni,      chemSROP22,      chemSROP11,       gCN-Pt-Pt,  0.2796,  0.2742,  0.0000,  0.0063, -0.2902,  0.0000,  0.0060, -0.2807
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,      chemSROP22,  0.2623,  0.2564,  0.0265,  0.2418, -0.3942,  0.0263,  0.1058, -0.3878
          CN-Ni,      chemSROP11,      chemSROP22,        gCN-Ni-X,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0378,  0.0067, -0.2808
          CN-Ni,      chemSROP22,      chemSROP11,        gCN-Ni-X,  0.2794,  0.2741,  0.0000,  0.0455, -0.2906,  0.0069,  0.0442, -0.2809
          CN-Ni,        gCN-Ni-X,      chemSROP11,      chemSROP22,  0.2763,  0.2710,  0.0088,  0.0000, -0.3148,  0.0091,  0.0000, -0.3056
          CN-Ni,      chemSROP11,      chemSROP22,        gCN-Pt-X,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0326,  0.0011, -0.2812
          CN-Ni,      chemSROP22,      chemSROP11,        gCN-Pt-X,  0.2795,  0.2742,  0.0000,  0.0073, -0.2902,  0.0001,  0.0069, -0.2807
          CN-Ni,        gCN-Pt-X,      chemSROP11,      chemSROP22,  0.2630,  0.2573,  0.0192,  0.2147, -0.3898,  0.0190,  0.0929, -0.3830
          CN-Ni,      chemSROP11,      chemSROP22,           CN-Pt,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0312,  0.0004, -0.2810
          CN-Ni,      chemSROP22,      chemSROP11,           CN-Pt,  0.2795,  0.2741,  0.0000,  0.0055, -0.2902,  0.0003,  0.0060, -0.2806
          CN-Ni,           CN-Pt,      chemSROP11,      chemSROP22,  0.2644,  0.2586,  0.0146,  0.2092, -0.3871,  0.0145,  0.0836, -0.3805
          CN-Ni,      chemSROP11,      chemSROP22,  exp neg strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,  exp neg strain,  0.2795,  0.2741,  0.0000,  0.0461, -0.2902,  0.0038,  0.0676, -0.2805
          CN-Ni,  exp neg strain,      chemSROP11,      chemSROP22,  0.2764,  0.2708,  0.0315,  0.0000, -0.3301,  0.0332,  0.0000, -0.3226
          CN-Ni,      chemSROP11,      chemSROP22,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0299,  0.0000, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,          strain,  0.2796,  0.2742,  0.0000,  0.1780, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,          strain,      chemSROP11,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,      chemSROP11,      chemSROP22,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,      chemSROP22,      chemSROP11,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,  inverse strain,      chemSROP11,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,       gCN-Ni-Pt,  0.2752,  0.2700,  0.0078,  0.0505, -0.3150,  0.0063,  0.0509, -0.3054
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,       gCN-Ni-Pt,  0.2771,  0.2718,  0.0161,  0.0039, -0.3065,  0.0163,  0.0041, -0.2968
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,       gCN-Ni-Ni,  0.2760,  0.2707,  0.0153,  0.1396, -0.3182,  0.0161,  0.0782, -0.3096
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,       gCN-Pt-Ni,  0.2695,  0.2641,  0.0000,  0.1208, -0.3353,  0.0000,  0.1232, -0.3264
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,       gCN-Pt-Ni,  0.2770,  0.2718,  0.0158,  0.0430, -0.3064,  0.0161,  0.0420, -0.2967
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,       gCN-Ni-Ni,  0.2698,  0.2642,  0.0456,  0.0334, -0.3507,  0.0468,  0.0000, -0.3431
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,       gCN-Pt-Pt,  0.2607,  0.2551,  0.0000,  0.0799, -0.3684,  0.0000,  0.0795, -0.3589
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,       gCN-Pt-Pt,  0.2771,  0.2718,  0.0161,  0.0017, -0.3065,  0.0163,  0.0024, -0.2967
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,       gCN-Ni-Ni,  0.2623,  0.2564,  0.0255,  0.1325, -0.3961,  0.0259,  0.0856, -0.3888
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,        gCN-Ni-X,  0.2759,  0.2708,  0.0050,  0.0222, -0.3095,  0.0034,  0.0225, -0.2998
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,        gCN-Ni-X,  0.2770,  0.2718,  0.0158,  0.0151, -0.3063,  0.0162,  0.0071, -0.2967
          CN-Ni,        gCN-Ni-X,      chemSROP11,       gCN-Ni-Ni,  0.2762,  0.2710,  0.0084,  0.1063, -0.3144,  0.0089,  0.0495, -0.3055
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,        gCN-Pt-X,  0.2626,  0.2572,  0.0000,  0.0528, -0.3616,  0.0000,  0.0527, -0.3520
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,        gCN-Pt-X,  0.2770,  0.2718,  0.0160,  0.0031, -0.3064,  0.0163,  0.0035, -0.2966
          CN-Ni,        gCN-Pt-X,      chemSROP11,       gCN-Ni-Ni,  0.2632,  0.2573,  0.0185,  0.0840, -0.3912,  0.0187,  0.0365, -0.3836
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,           CN-Pt,  0.2642,  0.2588,  0.0000,  0.0391, -0.3584,  0.0000,  0.0386, -0.3483
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,           CN-Pt,  0.2770,  0.2718,  0.0160,  0.0022, -0.3064,  0.0163,  0.0033, -0.2966
          CN-Ni,           CN-Pt,      chemSROP11,       gCN-Ni-Ni,  0.2646,  0.2586,  0.0141,  0.0828, -0.3883,  0.0143,  0.0348, -0.3810
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,  exp neg strain,  0.2745,  0.2690,  0.0000,  0.1015, -0.3245,  0.0000,  0.1042, -0.3155
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,  exp neg strain,  0.2770,  0.2718,  0.0160,  0.0185, -0.3064,  0.0161,  0.0369, -0.2965
          CN-Ni,  exp neg strain,      chemSROP11,       gCN-Ni-Ni,  0.2762,  0.2707,  0.0302,  0.1241, -0.3292,  0.0326,  0.0673, -0.3223
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,          strain,  0.2770,  0.2718,  0.0161,  0.4634, -0.3065,  0.0163,  0.0000, -0.2968
          CN-Ni,          strain,      chemSROP11,       gCN-Ni-Ni,  0.2790,  0.2740,  0.0000,  0.1967, -0.2918,  0.0000,  0.1243, -0.2816
          CN-Ni,      chemSROP11,       gCN-Ni-Ni,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Ni-Ni,      chemSROP11,  inverse strain,  0.2770,  0.2718,  0.0161,  0.0000, -0.3066,  0.0163,  0.0000, -0.2969
          CN-Ni,  inverse strain,      chemSROP11,       gCN-Ni-Ni,  0.2790,  0.2740,  0.0000,  0.1968, -0.2918,  0.0000,  0.1242, -0.2816
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,       gCN-Pt-Ni,  0.2658,  0.2602,  0.0064,  0.1024, -0.3667,  0.0001,  0.1024, -0.3589
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,       gCN-Pt-Ni,  0.2761,  0.2707,  0.0157,  0.0563, -0.3182,  0.0163,  0.0527, -0.3096
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,       gCN-Ni-Pt,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,       gCN-Pt-Pt,  0.2589,  0.2529,  0.0562,  0.0456, -0.4033,  0.0491,  0.0452, -0.3954
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,       gCN-Pt-Pt,  0.2763,  0.2708,  0.0158,  0.0044, -0.3180,  0.0164,  0.0044, -0.3094
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,       gCN-Ni-Pt,  0.2625,  0.2564,  0.0258,  0.0517, -0.3960,  0.0260,  0.0487, -0.3886
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,        gCN-Ni-X,  0.2742,  0.2687,  0.0198,  0.0233, -0.3251,  0.0168,  0.0241, -0.3168
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,        gCN-Ni-X,  0.2762,  0.2707,  0.0156,  0.0314, -0.3180,  0.0163,  0.0218, -0.3095
          CN-Ni,        gCN-Ni-X,      chemSROP11,       gCN-Ni-Pt,  0.2763,  0.2710,  0.0088,  0.0114, -0.3146,  0.0090,  0.0109, -0.3055
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,        gCN-Pt-X,  0.2589,  0.2531,  0.0413,  0.0351, -0.4034,  0.0343,  0.0348, -0.3953
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,        gCN-Pt-X,  0.2762,  0.2707,  0.0158,  0.0055, -0.3179,  0.0163,  0.0053, -0.3094
          CN-Ni,        gCN-Pt-X,      chemSROP11,       gCN-Ni-Pt,  0.2632,  0.2573,  0.0187,  0.0257, -0.3914,  0.0188,  0.0218, -0.3836
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,           CN-Pt,  0.2605,  0.2545,  0.0402,  0.0268, -0.4005,  0.0336,  0.0267, -0.3931
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,           CN-Pt,  0.2762,  0.2707,  0.0158,  0.0041, -0.3180,  0.0163,  0.0047, -0.3094
          CN-Ni,           CN-Pt,      chemSROP11,       gCN-Ni-Pt,  0.2646,  0.2586,  0.0142,  0.0244, -0.3885,  0.0143,  0.0210, -0.3810
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,  exp neg strain,  0.2734,  0.2676,  0.0298,  0.0824, -0.3496,  0.0257,  0.0852, -0.3428
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,  exp neg strain,  0.2762,  0.2707,  0.0157,  0.0339, -0.3179,  0.0163,  0.0489, -0.3092
          CN-Ni,  exp neg strain,      chemSROP11,       gCN-Ni-Pt,  0.2764,  0.2707,  0.0314,  0.0205, -0.3298,  0.0331,  0.0188, -0.3224
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,          strain,  0.2763,  0.2708,  0.0158,  0.4147, -0.3182,  0.0164,  0.0000, -0.3096
          CN-Ni,          strain,      chemSROP11,       gCN-Ni-Pt,  0.2795,  0.2742,  0.0000,  0.0352, -0.2903,  0.0000,  0.0304, -0.2808
          CN-Ni,      chemSROP11,       gCN-Ni-Pt,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Ni-Pt,      chemSROP11,  inverse strain,  0.2763,  0.2707,  0.0158,  0.0000, -0.3182,  0.0164,  0.0000, -0.3097
          CN-Ni,  inverse strain,      chemSROP11,       gCN-Ni-Pt,  0.2795,  0.2742,  0.0000,  0.0352, -0.2903,  0.0000,  0.0304, -0.2808
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,       gCN-Pt-Pt,  0.2298,  0.2262,  0.0246,  0.0750, -0.5498,  0.0122,  0.0729, -0.5367
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,       gCN-Pt-Pt,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,       gCN-Pt-Ni,  0.2624,  0.2563,  0.0257,  0.0654, -0.3961,  0.0259,  0.0600, -0.3887
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,        gCN-Ni-X,  0.2657,  0.2601,  0.0000,  0.0637, -0.3615,  0.0000,  0.0642, -0.3536
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,        gCN-Ni-X,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3430
          CN-Ni,        gCN-Ni-X,      chemSROP11,       gCN-Pt-Ni,  0.2763,  0.2709,  0.0087,  0.0476, -0.3146,  0.0090,  0.0455, -0.3055
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,        gCN-Pt-X,  0.2357,  0.2320,  0.0052,  0.0521, -0.5195,  0.0000,  0.0503, -0.5051
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,        gCN-Pt-X,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,        gCN-Pt-X,      chemSROP11,       gCN-Pt-Ni,  0.2632,  0.2573,  0.0186,  0.0408, -0.3914,  0.0187,  0.0362, -0.3835
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,           CN-Pt,  0.2376,  0.2335,  0.0033,  0.0421, -0.5235,  0.0000,  0.0408, -0.5103
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,           CN-Pt,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,           CN-Pt,      chemSROP11,       gCN-Pt-Ni,  0.2646,  0.2586,  0.0142,  0.0403, -0.3885,  0.0143,  0.0367, -0.3809
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,  exp neg strain,  0.2575,  0.2519,  0.0000,  0.2264, -0.4806,  0.0000,  0.2240, -0.4706
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,  exp neg strain,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0467,  0.0053, -0.3430
          CN-Ni,  exp neg strain,      chemSROP11,       gCN-Pt-Ni,  0.2763,  0.2707,  0.0312,  0.0510, -0.3298,  0.0329,  0.0477, -0.3224
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,          strain,  0.2698,  0.2642,  0.0461,  0.5970, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,          strain,      chemSROP11,       gCN-Pt-Ni,  0.2794,  0.2740,  0.0000,  0.0685, -0.2906,  0.0000,  0.0643, -0.2811
          CN-Ni,      chemSROP11,       gCN-Pt-Ni,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Pt-Ni,      chemSROP11,  inverse strain,  0.2698,  0.2642,  0.0460,  0.0000, -0.3510,  0.0468,  0.0000, -0.3431
          CN-Ni,  inverse strain,      chemSROP11,       gCN-Pt-Ni,  0.2794,  0.2740,  0.0000,  0.0685, -0.2906,  0.0000,  0.0643, -0.2811
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,        gCN-Ni-X,  0.2550,  0.2490,  0.0286,  0.0355, -0.4127,  0.0274,  0.0352, -0.4045
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,        gCN-Ni-X,  0.2624,  0.2563,  0.0257,  0.0430, -0.3960,  0.0260,  0.0346, -0.3887
          CN-Ni,        gCN-Ni-X,      chemSROP11,       gCN-Pt-Pt,  0.2763,  0.2710,  0.0088,  0.0028, -0.3146,  0.0090,  0.0031, -0.3055
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,        gCN-Pt-X,  0.2401,  0.2383,  0.0715,  0.0100, -0.5421,  0.0592,  0.0096, -0.5238
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,        gCN-Pt-X,  0.2625,  0.2563,  0.0258,  0.0120, -0.3958,  0.0260,  0.0116, -0.3885
          CN-Ni,        gCN-Pt-X,      chemSROP11,       gCN-Pt-Pt,  0.2632,  0.2573,  0.0187,  0.0077, -0.3913,  0.0188,  0.0076, -0.3835
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,           CN-Pt,  0.2412,  0.2394,  0.0719,  0.0083, -0.5522,  0.0591,  0.0080, -0.5331
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,           CN-Pt,  0.2625,  0.2563,  0.0258,  0.0091, -0.3958,  0.0260,  0.0094, -0.3885
          CN-Ni,           CN-Pt,      chemSROP11,       gCN-Pt-Pt,  0.2646,  0.2586,  0.0142,  0.0071, -0.3884,  0.0143,  0.0068, -0.3809
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,  exp neg strain,  0.2433,  0.2411,  0.0818,  0.0901, -0.6810,  0.0685,  0.0865, -0.6575
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,  exp neg strain,  0.2624,  0.2563,  0.0258,  0.0632, -0.3959,  0.0260,  0.0760, -0.3885
          CN-Ni,  exp neg strain,      chemSROP11,       gCN-Pt-Pt,  0.2764,  0.2707,  0.0315,  0.0047, -0.3298,  0.0332,  0.0047, -0.3224
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,          strain,  0.2626,  0.2565,  0.0257,  0.6381, -0.3959,  0.0260,  0.0000, -0.3886
          CN-Ni,          strain,      chemSROP11,       gCN-Pt-Pt,  0.2796,  0.2742,  0.0000,  0.0063, -0.2902,  0.0000,  0.0060, -0.2807
          CN-Ni,      chemSROP11,       gCN-Pt-Pt,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,       gCN-Pt-Pt,      chemSROP11,  inverse strain,  0.2626,  0.2564,  0.0257,  0.0000, -0.3959,  0.0260,  0.0000, -0.3886
          CN-Ni,  inverse strain,      chemSROP11,       gCN-Pt-Pt,  0.2796,  0.2742,  0.0000,  0.0063, -0.2902,  0.0000,  0.0060, -0.2807
          CN-Ni,      chemSROP11,        gCN-Ni-X,        gCN-Pt-X,  0.2563,  0.2505,  0.0103,  0.0256, -0.4070,  0.0087,  0.0254, -0.3987
          CN-Ni,        gCN-Ni-X,      chemSROP11,        gCN-Pt-X,  0.2763,  0.2710,  0.0088,  0.0040, -0.3145,  0.0090,  0.0041, -0.3054
          CN-Ni,        gCN-Pt-X,      chemSROP11,        gCN-Ni-X,  0.2632,  0.2573,  0.0186,  0.0241, -0.3913,  0.0187,  0.0152, -0.3836
          CN-Ni,      chemSROP11,        gCN-Ni-X,           CN-Pt,  0.2582,  0.2524,  0.0100,  0.0193, -0.4030,  0.0084,  0.0192, -0.3948
          CN-Ni,        gCN-Ni-X,      chemSROP11,           CN-Pt,  0.2763,  0.2710,  0.0088,  0.0029, -0.3146,  0.0090,  0.0038, -0.3054
          CN-Ni,           CN-Pt,      chemSROP11,        gCN-Ni-X,  0.2646,  0.2586,  0.0142,  0.0233, -0.3884,  0.0143,  0.0146, -0.3810
          CN-Ni,      chemSROP11,        gCN-Ni-X,  exp neg strain,  0.2730,  0.2672,  0.0121,  0.0533, -0.3466,  0.0108,  0.0550, -0.3391
          CN-Ni,        gCN-Ni-X,      chemSROP11,  exp neg strain,  0.2763,  0.2709,  0.0088,  0.0241, -0.3145,  0.0090,  0.0411, -0.3052
          CN-Ni,  exp neg strain,      chemSROP11,        gCN-Ni-X,  0.2764,  0.2707,  0.0310,  0.0277, -0.3296,  0.0329,  0.0187, -0.3223
          CN-Ni,      chemSROP11,        gCN-Ni-X,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,        gCN-Ni-X,      chemSROP11,          strain,  0.2763,  0.2710,  0.0088,  0.4665, -0.3147,  0.0091,  0.0000, -0.3056
          CN-Ni,          strain,      chemSROP11,        gCN-Ni-X,  0.2794,  0.2741,  0.0000,  0.0455, -0.2906,  0.0000,  0.0328, -0.2810
          CN-Ni,      chemSROP11,        gCN-Ni-X,  inverse strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,        gCN-Ni-X,      chemSROP11,  inverse strain,  0.2763,  0.2710,  0.0088,  0.0000, -0.3148,  0.0091,  0.0000, -0.3057
          CN-Ni,  inverse strain,      chemSROP11,        gCN-Ni-X,  0.2794,  0.2741,  0.0000,  0.0455, -0.2906,  0.0000,  0.0328, -0.2810
          CN-Ni,      chemSROP11,        gCN-Pt-X,           CN-Pt,  0.2260,  0.2245,  0.0687,  0.0093, -0.6343,  0.0547,  0.0090, -0.6167
          CN-Ni,        gCN-Pt-X,      chemSROP11,           CN-Pt,  0.2632,  0.2573,  0.0187,  0.0052, -0.3913,  0.0188,  0.0056, -0.3835
          CN-Ni,           CN-Pt,      chemSROP11,        gCN-Pt-X,  0.2646,  0.2586,  0.0142,  0.0065, -0.3884,  0.0143,  0.0061, -0.3809
          CN-Ni,      chemSROP11,        gCN-Pt-X,  exp neg strain,  0.2150,  0.2136,  0.0728,  0.1217, -0.9206,  0.0577,  0.1187, -0.8983
          CN-Ni,        gCN-Pt-X,      chemSROP11,  exp neg strain,  0.2632,  0.2573,  0.0187,  0.0366, -0.3913,  0.0188,  0.0497, -0.3833
          CN-Ni,  exp neg strain,      chemSROP11,        gCN-Pt-X,  0.2764,  0.2707,  0.0314,  0.0055, -0.3298,  0.0331,  0.0053, -0.3223
          CN-Ni,      chemSROP11,        gCN-Pt-X,          strain,  0.2794,  0.2741,  0.0364,  0.0000, -0.2905,  0.0298,  0.0000, -0.2809
          CN-Ni,        gCN-Pt-X,      chemSROP11,          strain,  0.2632,  0.2573,  0.0187,  0.6817, -0.3915,  0.0188,  0.0000, -0.3837
          CN-Ni,          strain,      chemSROP11,        gCN-Pt-X,  0.2795,  0.2742,  0.0000,  0.0073, -0.2902,  0.0000,  0.0069, -0.2807
